;x.0;x.1;x.2;x.3;x.4;x.5;x.6;x.7;x.8;x.9;x.10;x.11;x.12;x.13;x.14;x.20;x.17;x.18;x.19;x.16;y
1430;b;48,25;25.085;u;g;w;v;1.75;t;t;3;f;g;120.0;14;?;178,4932374;141,3182182;120000.0;f;good
1431;b;23,92;0.665;u;g;c;v;0.165;c;f;f;f;g;100.0;f;?;88,60060383;2,947588353;100000.0;?;good
1432;b;33,58;2.75;u;g;m;v;4.25;t;t;6;f;g;204.0;f;?;127,3322028;14,67275289;204000.0;?;good
1433;b;40,58;5.0;u;g;c;v;5.0;t;t;7;f;g;f;3065;?;155,2037987;27,79798122;f;f;good
1434;a;20,42;0.835;u;g;q;v;1.585;t;t;t;f;g;f;f;?;75,58866026;5,467007747;f;f;good
1435;b;25,08;1.71;u;g;x;v;1.665;t;t;t;t;g;395.0;20;?;91,60435899;9,248474863;395000.0;?;good
1436;b;33,58;2.75;u;g;m;v;4.25;t;t;6;f;g;204.0;f;?;127,3322028;14,67275289;204000.0;f;good
1437;a;19,17;8.585;u;g;cc;h;0.75;t;t;7;f;g;96.0;f;?;74,69633892;48,26728159;96000.0;f;good
1438;b;33,17;1.04;u;g;r;h;6.5;t;f;f;t;g;164.0;31285;?;124,9696717;3,789646828;164000.0;?;good
1439;a;68,67;15.0;u;g;e;z;f;t;t;14;f;g;f;3376;?;259,9408943;81,98861282;f;f;good
1440;b;28,25;0.875;u;g;m;v;0.96;t;t;3;t;g;396.0;f;?;110,3598596;6,246483734;396000.0;f;good
1441;a;45,83;10.5;u;g;q;v;5.0;t;t;7;t;g;f;f;?;174,9330559;58,6517198;f;f;good
1442;b;32,83;2.5;u;g;cc;h;2.75;t;t;6;f;g;160.0;2072;?;123,8594658;13,02908846;160000.0;?;good
1443;a;33,67;0.375;u;g;cc;v;0.375;c;f;f;f;g;300.0;44;?;128,2030922;2,970301096;300000.0;f;good
1444;b;59,67;1.54;u;g;q;v;0.125;t;f;f;t;g;260.0;f;?;227,6280935;8,226413429;260000.0;f;good
1445;b;22,67;1.585;y;p;w;v;3.085;t;t;6;f;g;80.0;f;?;84,07003105;7,798114974;80000.0;f;good
1446;b;28,67;9.335;u;g;q;h;5.665;t;t;6;f;g;381.0;168;?;108,9258591;52,51724107;381000.0;f;good
1447;a;49,83;13.585;u;g;k;h;8.5;t;f;f;t;g;f;f;?;187,8914555;77,05855369;f;f;good
1448;b;36,25;5.0;u;g;c;bb;2.5;t;t;6;f;g;f;367;?;140,591985;28,04358278;f;f;good
1449;a;41,33;t;u;g;i;bb;2.25;t;f;f;t;g;f;300;?;156,5771077;4,704681605;f;f;good
1450;a;22,5;8.46;y;p;x;v;2.46;a;f;f;f;g;164.0;f;?;83,54639045;48,49853299;164000.0;f;good
1451;b;27,67;13.75;u;g;w;v;5.75;t;f;f;t;g;487.0;500;?;100,0053693;77,8604752;487000.0;f;good
1452;b;39,92;6.21;u;g;q;v;0.04;t;t;t;f;g;200.0;300;?;150,3452796;35,66336267;200000.0;f;good
1453;b;37,33;6.5;u;g;m;h;4.25;t;t;12;t;g;93.0;f;?;138,3787739;36,09441918;93000.0;f;good
1454;a;22,5;8.46;y;p;x;v;2.46;a;f;f;f;g;164.0;f;?;83,54639045;48,49853299;164000.0;?;good
1455;a;44,17;6.665;u;g;q;v;7.375;t;t;3;t;g;f;f;?;165,5335634;38,64918902;f;f;good
1456;b;27,58;2.04;y;p;aa;v;2.0;t;t;3;t;g;370.0;560;?;103,7391151;12,70925434;370000.0;?;good
1457;a;40,83;10.0;u;g;q;h;1.75;t;f;f;f;g;29.0;837;?;152,6405052;55,30930451;29000.0;f;good
1458;b;41,33;f;u;g;c;bb;15.0;t;f;f;f;g;f;f;?;156,8120652;1,222436794;f;f;good
1459;a;46,67;0.46;u;g;cc;h;0.415;t;t;11;t;g;440.0;6;?;174,3666723;2,67751245;440000.0;?;good
1460;b;25;12.5;u;g;aa;v;3.0;t;f;f;t;s;20.0;f;?;94,15118376;70,13171065;20000.0;f;good
1461;b;44;2.0;u;g;m;v;1.75;t;t;2;t;g;f;15;?;167,1004851;11,10464483;f;f;good
1462;b;37,42;2.04;u;g;w;v;0.04;t;f;f;t;g;400.0;5800;?;140,3831211;11,61509684;400000.0;f;good
1463;b;26,67;4.25;u;g;cc;v;4.29;t;t;t;t;g;120.0;f;?;100,8420148;22,57894874;120000.0;f;good
1464;b;29,25;14.79;u;g;aa;v;5.04;t;t;5;t;g;168.0;f;?;111,0635573;81,85943363;168000.0;?;good
1465;b;22,33;11.0;u;g;w;v;2.0;t;t;t;f;g;80.0;278;?;83,02973229;61,92615625;80000.0;f;good
1466;a;22,5;8.46;y;p;x;v;2.46;a;f;f;f;g;164.0;f;?;83,54639045;48,49853299;164000.0;f;good
1467;b;48,75;8.5;u;g;c;h;12.5;t;t;9;f;g;181.0;1655;?;182,714688;48,56414696;181000.0;f;good
1468;b;32,08;4.0;u;g;m;v;2.5;t;f;f;t;g;360.0;f;?;119,9839017;23,94181777;360000.0;f;good
1469;b;27;1.5;y;p;w;v;0.375;t;f;f;t;g;260.0;1065;?;99,97902876;8,317887874;260000.0;?;good
1470;b;67,75;5.5;u;g;e;z;13.0;t;t;t;t;g;f;f;?;256,496825;29,24014524;f;f;good
1471;b;43,25;3.0;u;g;q;h;6.0;t;t;11;f;g;80.0;f;?;166,3770294;17,38405174;80000.0;f;good
1472;b;41,42;5.0;u;g;q;h;5.0;t;t;6;t;g;470.0;f;?;159,6329562;26,81451721;470000.0;f;good
1473;b;47,67;0.29;u;g;c;bb;15.0;t;t;20;f;g;f;15000;?;177,4623247;1,22141391;f;f;good
1474;b;54,42;0.5;y;p;k;h;3.96;t;f;f;f;g;180.0;314;?;207,1789377;2,335946015;180000.0;?;good
1475;a;23,5;9.0;u;g;q;v;8.5;t;t;5;t;g;120.0;f;?;87,96988271;49,07013737;120000.0;f;good
1476;a;58,33;10.0;u;g;q;v;4.0;t;t;14;f;g;f;1602;?;220,4438209;53,40828488;f;f;good
1477;b;37,5;1.125;y;p;d;v;1.5;a;f;f;t;g;431.0;f;?;142,7128289;5,502009139;431000.0;f;good
1478;a;44,17;6.665;u;g;q;v;7.375;t;t;3;t;g;f;f;?;165,5335634;38,64918902;f;f;good
1479;b;21,33;7.5;u;g;aa;v;1.415;t;t;t;f;g;80.0;9800;?;75,90050416;42,6489678;80000.0;f;good
1480;b;23,25;t;u;g;c;v;0.835;t;f;f;f;s;300.0;f;?;85,35035924;6,484371526;300000.0;f;good
1481;b;23,08;11.5;u;g;i;v;3.5;t;t;9;f;g;56.0;742;?;91,31205144;65,07993743;56000.0;f;good
1482;a;60,58;16.5;u;g;q;v;11.0;t;f;f;t;g;21.0;10561;?;230,3403224;93,52989342;21000.0;f;good
1483;b;28,67;9.335;u;g;q;h;5.665;t;t;6;f;g;381.0;168;?;108,9258591;52,51724107;381000.0;f;good
1484;b;42,83;4.625;u;g;q;v;4.58;t;f;f;f;s;f;f;?;163,5249048;26,20066382;f;f;good
1485;a;38,25;6.0;u;g;k;v;t;t;f;f;t;g;f;f;?;144,8446348;35,10168716;f;f;good
1486;b;22,75;11.0;u;g;q;v;2.5;t;t;7;t;g;100.0;809;?;86,89163231;62,03126885;100000.0;f;good
1487;a;25,75;0.5;u;g;c;h;0.875;t;f;f;t;g;491.0;f;?;95,94337526;3,440996572;491000.0;?;good
1488;b;25;11.25;u;g;c;v;2.5;t;t;17;f;g;200.0;1208;?;92,70966968;62,17276776;200000.0;f;good
1489;b;47,67;0.29;u;g;c;bb;15.0;t;t;20;f;g;f;15000;?;177,4623247;1,22141391;f;f;good
1490;b;23,25;4.0;u;g;c;bb;0.25;t;f;f;t;g;160.0;f;?;89,76743426;21,77918836;160000.0;f;good
1491;b;34,17;1.54;u;g;cc;v;1.54;t;t;t;t;g;520.0;50000;?;129,6775797;7,95242916;520000.0;f;good
1492;a;20,42;0.835;u;g;q;v;1.585;t;t;t;f;g;f;f;?;75,58866026;5,467007747;f;f;good
1493;b;34,92;5.0;u;g;x;h;7.5;t;t;6;t;g;f;1000;?;135,9702209;28,97829283;f;f;good
1494;b;23,08;2.5;u;g;c;v;1.085;t;t;11;t;g;60.0;2184;?;85,98802018;13,23465219;60000.0;?;good
1495;b;22,67;1.585;y;p;w;v;3.085;t;t;6;f;g;80.0;f;?;84,07003105;7,798114974;80000.0;?;good
1496;b;27,83;1.54;u;g;w;v;3.75;t;t;5;t;g;100.0;3;?;104,1629178;8,04533773;100000.0;f;good
1497;b;59,67;1.54;u;g;q;v;0.125;t;f;f;t;g;260.0;f;?;227,6280935;8,226413429;260000.0;f;good
1498;b;39,33;5.875;u;g;cc;h;10.0;t;t;14;t;g;399.0;f;?;148,3979041;32,24694782;399000.0;?;good
1499;b;17,5;22.0;l;gg;ff;o;f;b;f;f;t;p;450.0;100000;?;65,91824806;123,449825;450000.0;?;good
1500;a;18,42;9.25;u;g;q;v;1.21;t;t;4;f;g;60.0;540;?;74,23175297;51,15756979;60000.0;f;good
1501;b;34,25;3.0;u;g;cc;h;7.415;t;f;f;t;g;f;f;?;129,0754031;15,75715289;f;f;good
1502;b;30,83;f;u;g;w;v;1.25;t;t;t;f;g;202.0;f;?;116,9425698;0,578708558;202000.0;f;good
1503;a;47,25;0.75;u;g;q;h;2.75;t;t;t;f;g;333.0;892;?;176,9914678;5,452863111;333000.0;?;good
1504;a;44,17;6.665;u;g;q;v;7.375;t;t;3;t;g;f;f;?;165,5335634;38,64918902;f;?;good
1505;b;28,25;0.875;u;g;m;v;0.96;t;t;3;t;g;396.0;f;?;110,3598596;6,246483734;396000.0;?;good
1506;b;27,83;1.54;u;g;w;v;3.75;t;t;5;t;g;100.0;3;?;104,1629178;8,04533773;100000.0;f;good
1507;b;36,67;3.25;u;g;q;h;9.0;t;f;f;t;g;102.0;639;?;137,2050398;18,72278355;102000.0;f;good
1508;b;67,75;5.5;u;g;e;z;13.0;t;t;t;t;g;f;f;?;256,496825;29,24014524;f;?;good
1509;a;31,25;3.75;u;g;cc;h;0.625;t;t;9;t;g;181.0;f;?;114,7817501;19,81596346;181000.0;f;good
1510;b;19,17;f;y;p;m;bb;f;c;f;f;t;s;500.0;t;?;71,01284547;0,297555636;500000.0;f;good
1511;b;45;8.5;u;g;cc;h;14.0;t;t;t;t;g;88.0;2000;?;169,981774;47,53953639;88000.0;f;good
1512;b;27;1.5;y;p;w;v;0.375;t;f;f;t;g;260.0;1065;?;99,97902876;8,317887874;260000.0;f;good
1513;b;43;0.29;y;p;cc;h;1.75;t;t;8;f;g;100.0;375;?;163,0735902;1,978388156;100000.0;?;good
1514;?;24,5;12.75;u;g;c;bb;4.75;t;t;2;f;g;73.0;444;?;90,31758426;71,2004779;73000.0;f;good
1515;b;39,92;6.21;u;g;q;v;0.04;t;t;t;f;g;200.0;300;?;150,3452796;35,66336267;200000.0;f;good
1516;b;25;11.25;u;g;c;v;2.5;t;t;17;f;g;200.0;1208;?;92,70966968;62,17276776;200000.0;f;good
1517;b;27;1.5;y;p;w;v;0.375;t;f;f;t;g;260.0;1065;?;99,97902876;8,317887874;260000.0;f;good
1518;a;60,58;16.5;u;g;q;v;11.0;t;f;f;t;g;21.0;10561;?;230,3403224;93,52989342;21000.0;f;good
1519;b;28,25;0.875;u;g;m;v;0.96;t;t;3;t;g;396.0;f;?;110,3598596;6,246483734;396000.0;f;good
1520;b;27,58;2.04;y;p;aa;v;2.0;t;t;3;t;g;370.0;560;?;103,7391151;12,70925434;370000.0;?;good
1521;b;47,67;2.5;u;g;m;bb;2.5;t;t;12;t;g;410.0;2510;?;179,4557426;12,71888071;410000.0;f;good
1522;b;34,17;9.17;u;g;c;v;4.5;t;t;12;t;g;f;221;?;127,5595242;53,25680126;f;f;good
1523;b;29,92;1.835;u;g;c;h;4.335;t;f;f;f;g;260.0;200;?;111,1893577;9,230494089;260000.0;f;good
1524;b;34,25;3.0;u;g;cc;h;7.415;t;f;f;t;g;f;f;?;129,0754031;15,75715289;f;f;good
1525;b;37,5;1.125;y;p;d;v;1.5;a;f;f;t;g;431.0;f;?;142,7128289;5,502009139;431000.0;?;good
1526;a;18,08;0.375;l;gg;cc;ff;10.0;a;f;f;t;s;300.0;f;?;70,38501832;2,79666452;300000.0;f;good
1527;b;27,25;1.665;u;g;cc;h;5.085;t;t;9;f;g;399.0;827;?;103,1275726;10,84876038;399000.0;f;good
1528;b;43;0.29;y;p;cc;h;1.75;t;t;8;f;g;100.0;375;?;163,0735902;1,978388156;100000.0;?;good
1529;b;25,5;0.375;u;g;m;v;0.25;t;t;3;f;g;260.0;15108;?;95,01924631;2,345474658;260000.0;?;good
1530;a;23;11.75;u;g;x;h;0.5;t;t;2;t;g;300.0;551;?;84,75408414;66,35546474;300000.0;?;good
1531;a;22,92;11.585;u;g;cc;v;0.04;t;f;f;f;g;80.0;1349;?;89,8829577;63,99823289;80000.0;f;good
1532;b;57,83;7.04;u;g;m;v;14.0;t;t;6;t;g;360.0;1332;?;220,8489213;40,07103339;360000.0;f;good
1533;b;27,58;2.04;y;p;aa;v;2.0;t;t;3;t;g;370.0;560;?;103,7391151;12,70925434;370000.0;f;good
1534;b;57,42;8.5;u;g;e;h;7.0;t;t;3;f;g;f;f;?;217,1066179;48,22554383;f;?;good
1535;a;17,58;9.0;u;g;aa;v;1.375;t;f;f;t;g;f;f;?;64,34111578;51,15113502;f;f;good
1536;a;24,5;0.5;u;g;q;h;1.5;t;f;f;f;g;280.0;824;?;92,08407671;2,317337159;280000.0;f;good
1537;a;20,75;10.335;u;g;cc;h;0.335;t;t;t;t;g;80.0;50;?;80,20874487;57,6732082;80000.0;f;good
1538;b;32;1.75;y;p;e;h;0.04;t;f;f;t;g;393.0;f;?;123,4336945;9,021971381;393000.0;f;good
1539;a;71,58;f;?;?;?;?;f;a;f;f;f;p;?;f;?;273,1107166;0,713278953;?;f;good
1540;b;26;t;u;g;q;v;1.75;t;f;f;t;g;280.0;f;?;101,5596464;4,997697433;280000.0;f;good
1541;b;19,33;9.5;u;g;q;v;t;t;f;f;t;g;60.0;400;?;71,16385163;53,43242762;60000.0;?;good
1542;a;47,42;8.0;u;g;e;bb;6.5;t;t;6;f;g;375.0;51100;?;178,7114397;43,78251383;375000.0;f;good
1543;b;27,25;1.665;u;g;cc;h;5.085;t;t;9;f;g;399.0;827;?;103,1275726;10,84876038;399000.0;f;good
1544;b;36,67;3.25;u;g;q;h;9.0;t;f;f;t;g;102.0;639;?;137,2050398;18,72278355;102000.0;f;good
1545;b;26,67;4.25;u;g;cc;v;4.29;t;t;t;t;g;120.0;f;?;100,8420148;22,57894874;120000.0;f;good
1546;b;19,67;0.375;u;g;q;v;2.0;t;t;2;t;g;80.0;f;?;76,48492584;1,719608333;80000.0;f;good
1547;b;19,33;9.5;u;g;q;v;t;t;f;f;t;g;60.0;400;?;71,16385163;53,43242762;60000.0;?;good
1548;b;28,33;5.0;u;g;w;v;11.0;t;f;f;t;g;70.0;f;?;106,9673613;25,92760238;70000.0;f;good
1549;b;39,5;4.25;u;g;c;bb;6.5;t;t;16;f;g;117.0;1210;?;149,6296172;24,50559062;117000.0;f;good
1550;b;41,75;0.96;u;g;x;v;2.5;t;f;f;f;g;510.0;600;?;158,1571829;5,843791547;510000.0;f;good
1551;b;32,08;4.0;u;g;m;v;2.5;t;f;f;t;g;360.0;f;?;119,9839017;23,94181777;360000.0;f;good
1552;b;56,75;12.25;u;g;m;v;1.25;t;t;4;t;g;200.0;f;?;210,7516884;69,34477154;200000.0;?;good
1553;b;20,5;10.0;y;p;c;v;2.5;t;f;f;f;s;40.0;f;?;74,8348838;56,75879903;40000.0;?;good
1554;a;26,08;8.665;u;g;aa;v;1.415;t;f;f;f;g;160.0;150;?;97,36498225;47,08881792;160000.0;f;good
1555;b;23,33;11.625;y;p;w;v;0.835;t;f;f;t;g;160.0;300;?;89,25088716;63,77832786;160000.0;f;good
1556;b;57,42;8.5;u;g;e;h;7.0;t;t;3;f;g;f;f;?;217,1066179;48,22554383;f;f;good
1557;a;20,67;3.0;u;g;q;v;0.165;t;t;3;f;g;100.0;6;?;80,12823972;16,81935281;100000.0;?;good
1558;b;25;12.5;u;g;aa;v;3.0;t;f;f;t;s;20.0;f;?;94,15118376;70,13171065;20000.0;f;good
1559;b;39,92;6.21;u;g;q;v;0.04;t;t;t;f;g;200.0;300;?;150,3452796;35,66336267;200000.0;f;good
1560;b;48,17;7.625;u;g;w;h;15.5;t;t;12;f;g;f;790;?;179,9460929;43,14893989;f;f;good
1561;a;20,67;1.835;u;g;q;v;2.085;t;t;5;f;g;220.0;2503;?;82,82645263;10,68037222;220000.0;?;good
1562;a;19,17;8.585;u;g;cc;h;0.75;t;t;7;f;g;96.0;f;?;74,69633892;48,26728159;96000.0;?;good
1563;b;31,92;4.46;u;g;cc;h;6.04;t;t;3;f;g;311.0;300;?;122,4284342;26,03645629;311000.0;f;good
1564;b;21,83;11.0;u;g;x;v;0.29;t;t;6;f;g;121.0;f;?;80,84497013;61,46330218;121000.0;?;good
1565;b;38,17;10.125;u;g;x;v;2.5;t;t;6;f;g;520.0;196;?;143,8557312;56,83316539;520000.0;?;good
1566;b;29,25;14.79;u;g;aa;v;5.04;t;t;5;t;g;168.0;f;?;111,0635573;81,85943363;168000.0;f;good
1567;b;56,75;12.25;u;g;m;v;1.25;t;t;4;t;g;200.0;f;?;210,7516884;69,34477154;200000.0;?;good
1568;b;28,25;0.875;u;g;m;v;0.96;t;t;3;t;g;396.0;f;?;110,3598596;6,246483734;396000.0;f;good
1569;b;27,83;1.54;u;g;w;v;3.75;t;t;5;t;g;100.0;3;?;104,1629178;8,04533773;100000.0;f;good
1570;b;32,75;1.5;u;g;cc;h;5.5;t;t;3;t;g;f;f;?;126,2901639;7,10712142;f;f;good
1571;b;23,25;t;u;g;c;v;0.835;t;f;f;f;s;300.0;f;?;85,35035924;6,484371526;300000.0;?;good
1572;b;42,83;4.625;u;g;q;v;4.58;t;f;f;f;s;f;f;?;163,5249048;26,20066382;f;f;good
1573;b;39,33;5.875;u;g;cc;h;10.0;t;t;14;t;g;399.0;f;?;148,3979041;32,24694782;399000.0;?;good
1574;b;37,42;2.04;u;g;w;v;0.04;t;f;f;t;g;400.0;5800;?;140,3831211;11,61509684;400000.0;?;good
1575;b;32;1.75;y;p;e;h;0.04;t;f;f;t;g;393.0;f;?;123,4336945;9,021971381;393000.0;f;good
1576;b;42;9.79;u;g;x;h;7.96;t;t;8;f;g;f;f;?;159,3136047;54,63192244;f;f;good
1577;b;19,17;f;y;p;m;bb;f;c;f;f;t;s;500.0;t;?;71,01284547;0,297555636;500000.0;?;good
1578;b;42;9.79;u;g;x;h;7.96;t;t;8;f;g;f;f;?;159,3136047;54,63192244;f;f;good
1579;a;30,5;6.5;u;g;c;bb;4.0;t;t;7;t;g;f;3065;?;115,5878875;37,35598082;f;f;good
1580;b;56,58;18.5;u;g;d;bb;15.0;t;t;17;t;g;f;f;?;210,2644222;103,8133197;f;f;good
1581;a;20,67;1.835;u;g;q;v;2.085;t;t;5;f;g;220.0;2503;?;82,82645263;10,68037222;220000.0;f;good
1582;b;23,33;11.625;y;p;w;v;0.835;t;f;f;t;g;160.0;300;?;89,25088716;63,77832786;160000.0;f;good
1583;b;53,92;9.625;u;g;e;v;8.665;t;t;5;f;g;f;f;?;204,4396463;52,6641007;f;f;good
1584;a;47,42;8.0;u;g;e;bb;6.5;t;t;6;f;g;375.0;51100;?;178,7114397;43,78251383;375000.0;?;good
1585;a;19,17;8.585;u;g;cc;h;0.75;t;t;7;f;g;96.0;f;?;74,69633892;48,26728159;96000.0;?;good
1586;b;34,17;1.54;u;g;cc;v;1.54;t;t;t;t;g;520.0;50000;?;129,6775797;7,95242916;520000.0;f;good
1587;b;41,33;f;u;g;c;bb;15.0;t;f;f;f;g;f;f;?;156,8120652;1,222436794;f;f;good
1588;a;28,42;3.5;u;g;w;v;0.835;t;f;f;f;s;280.0;f;?;107,2820073;19,49047935;280000.0;?;good
1589;b;32;1.75;y;p;e;h;0.04;t;f;f;t;g;393.0;f;?;123,4336945;9,021971381;393000.0;f;good
1590;b;60,08;14.5;u;g;ff;ff;18.0;t;t;15;t;g;f;1000;?;229,6233013;79,85251743;f;f;good
1591;b;28;2.0;u;g;k;h;4.165;t;t;2;t;g;181.0;f;?;107,5762054;11,61233555;181000.0;f;good
1592;b;49,5;7.585;u;g;i;bb;7.585;t;t;15;t;g;f;5000;?;188,3903439;42,72521311;f;f;good
1593;b;18,5;2.0;u;g;i;v;1.5;t;t;2;f;g;120.0;300;?;70,87873973;12,05192681;120000.0;?;good
1594;b;18,08;5.5;u;g;k;v;0.5;t;f;f;f;g;80.0;f;?;67,19429416;31,70129184;80000.0;f;good
1595;b;22,33;11.0;u;g;w;v;2.0;t;t;t;f;g;80.0;278;?;83,02973229;61,92615625;80000.0;f;good
1596;b;33,5;1.75;u;g;x;h;4.5;t;t;4;t;g;253.0;857;?;126,9109492;8,580366165;253000.0;?;good
1597;b;42;0.205;u;g;i;h;5.125;t;f;f;f;g;400.0;f;?;160,3047606;1,146294445;400000.0;f;good
1598;a;45,83;10.5;u;g;q;v;5.0;t;t;7;t;g;f;f;?;174,9330559;58,6517198;f;f;good
1599;a;25,75;0.5;u;g;c;h;0.875;t;f;f;t;g;491.0;f;?;95,94337526;3,440996572;491000.0;f;good
1600;a;18,08;0.375;l;gg;cc;ff;10.0;a;f;f;t;s;300.0;f;?;70,38501832;2,79666452;300000.0;f;good
1601;b;47,67;2.5;u;g;m;bb;2.5;t;t;12;t;g;410.0;2510;?;179,4557426;12,71888071;410000.0;?;good
1602;b;17,5;22.0;l;gg;ff;o;f;b;f;f;t;p;450.0;100000;?;65,91824806;123,449825;450000.0;f;good
1603;b;42;9.79;u;g;x;h;7.96;t;t;8;f;g;f;f;?;159,3136047;54,63192244;f;f;good
1604;a;31,25;3.75;u;g;cc;h;0.625;t;t;9;t;g;181.0;f;?;114,7817501;19,81596346;181000.0;f;good
1605;b;36,75;0.125;y;p;c;v;1.5;c;f;f;t;g;232.0;113;?;137,1327587;1,605772213;232000.0;f;good
1606;b;20,5;10.0;y;p;c;v;2.5;t;f;f;f;s;40.0;f;?;74,8348838;56,75879903;40000.0;f;good
1607;a;24,5;0.5;u;g;q;h;1.5;t;f;f;f;g;280.0;824;?;92,08407671;2,317337159;280000.0;f;good
1608;b;35,17;2.5;u;g;k;v;4.5;t;t;7;f;g;150.0;1270;?;131,0130388;14,27416308;150000.0;?;good
1609;b;27,83;1.5;u;g;w;v;2.0;t;t;11;t;g;434.0;35;?;101,1736509;9,375961618;434000.0;f;good
1610;b;34,92;5.0;u;g;x;h;7.5;t;t;6;t;g;f;1000;?;135,9702209;28,97829283;f;f;good
1611;b;44,33;0.5;u;g;i;h;5.0;t;f;f;t;g;320.0;f;?;166,9581163;3,443010986;320000.0;f;good
1612;b;36,33;2.125;y;p;w;v;0.085;t;t;t;f;g;50.0;1187;?;138,6876675;11,07716799;50000.0;f;good
1613;a;20,67;3.0;u;g;q;v;0.165;t;t;3;f;g;100.0;6;?;80,12823972;16,81935281;100000.0;f;good
1614;a;21,67;11.5;y;p;j;j;f;t;t;11;t;g;f;f;?;80,56016735;63,20439123;f;f;good
1615;b;22,67;1.585;y;p;w;v;3.085;t;t;6;f;g;80.0;f;?;84,07003105;7,798114974;80000.0;?;good
1616;b;26,67;2.71;y;p;cc;v;5.25;t;t;t;f;g;211.0;f;?;100,9001384;13,79642523;211000.0;f;good
1617;a;20,75;10.335;u;g;cc;h;0.335;t;t;t;t;g;80.0;50;?;80,20874487;57,6732082;80000.0;f;good
1618;b;29,92;1.835;u;g;c;h;4.335;t;f;f;f;g;260.0;200;?;111,1893577;9,230494089;260000.0;f;good
1619;b;23,25;1.5;u;g;q;v;2.375;t;t;3;t;g;f;582;?;87,44878913;8,890198728;f;?;good
1620;b;26,67;2.71;y;p;cc;v;5.25;t;t;t;f;g;211.0;f;?;100,9001384;13,79642523;211000.0;f;good
1621;b;34,92;5.0;u;g;x;h;7.5;t;t;6;t;g;f;1000;?;135,9702209;28,97829283;f;?;good
1622;a;40,33;7.54;y;p;q;h;8.0;t;t;14;f;g;f;2300;?;150,2122418;42,00525002;f;f;good
1623;a;44,17;6.665;u;g;q;v;7.375;t;t;3;t;g;f;f;?;165,5335634;38,64918902;f;f;good
1624;b;33,58;2.75;u;g;m;v;4.25;t;t;6;f;g;204.0;f;?;127,3322028;14,67275289;204000.0;f;good
1625;a;47,25;0.75;u;g;q;h;2.75;t;t;t;f;g;333.0;892;?;176,9914678;5,452863111;333000.0;f;good
1626;b;34,08;0.08;y;p;m;bb;0.04;t;t;t;t;g;280.0;2000;?;127,3060547;1,456704347;280000.0;f;good
1627;b;39,58;13.915;u;g;w;v;8.625;t;t;6;t;g;70.0;f;?;150,1695277;79,15622019;70000.0;f;good
1628;b;35,17;25.125;u;g;x;h;1.625;t;t;t;t;g;515.0;500;?;136,1278566;140,2224625;515000.0;f;good
1629;a;52,83;15.0;u;g;c;v;5.5;t;t;14;f;g;f;2200;?;198,1865226;84,52708164;f;?;good
1630;b;28,67;9.335;u;g;q;h;5.665;t;t;6;f;g;381.0;168;?;108,9258591;52,51724107;381000.0;f;good
1631;a;19,67;0.21;u;g;q;h;0.29;t;t;11;f;g;80.0;99;?;70,19643608;1,756891527;80000.0;?;good
1632;a;44,17;6.665;u;g;q;v;7.375;t;t;3;t;g;f;f;?;165,5335634;38,64918902;f;f;good
1633;b;28,67;9.335;u;g;q;h;5.665;t;t;6;f;g;381.0;168;?;108,9258591;52,51724107;381000.0;f;good
1634;b;52,5;6.5;u;g;k;v;6.29;t;t;15;f;g;f;11202;?;200,8414027;37,49257501;f;f;good
1635;b;26,67;4.25;u;g;cc;v;4.29;t;t;t;t;g;120.0;f;?;100,8420148;22,57894874;120000.0;f;good
1636;b;24,83;2.75;u;g;c;v;2.25;t;t;6;f;g;?;600;?;91,1501508;16,9903815;?;f;good
1637;b;37,5;1.125;y;p;d;v;1.5;a;f;f;t;g;431.0;f;?;142,7128289;5,502009139;431000.0;?;good
1638;a;24,08;0.5;u;g;q;h;1.25;t;t;t;f;g;f;678;?;92,74793817;3,264361774;f;?;good
1639;b;34,08;0.08;y;p;m;bb;0.04;t;t;t;t;g;280.0;2000;?;127,3060547;1,456704347;280000.0;f;good
1640;b;39,92;0.54;y;p;aa;v;0.5;t;t;3;f;g;200.0;1000;?;149,0229347;3,166100946;200000.0;?;good
1641;a;20,67;3.0;u;g;q;v;0.165;t;t;3;f;g;100.0;6;?;80,12823972;16,81935281;100000.0;f;good
1642;b;23,08;2.5;u;g;c;v;1.085;t;t;11;t;g;60.0;2184;?;85,98802018;13,23465219;60000.0;f;good
1643;b;36,67;4.415;y;p;k;v;0.25;t;t;10;t;g;320.0;f;?;139,4725822;25,20270241;320000.0;?;good
1644;b;52,5;6.5;u;g;k;v;6.29;t;t;15;f;g;f;11202;?;200,8414027;37,49257501;f;?;good
1645;b;25,17;3.5;u;g;cc;v;0.625;t;t;7;f;g;f;7059;?;92,96459239;19,78938754;f;f;good
1646;a;68,67;15.0;u;g;e;z;f;t;t;14;f;g;f;3376;?;259,9408943;81,98861282;f;f;good
1647;b;34,17;9.17;u;g;c;v;4.5;t;t;12;t;g;f;221;?;127,5595242;53,25680126;f;f;good
1648;a;26,92;13.5;u;g;q;h;5.0;t;t;2;f;g;f;5000;?;103,3365486;77,42511685;f;f;good
1649;a;20,67;3.0;u;g;q;v;0.165;t;t;3;f;g;100.0;6;?;80,12823972;16,81935281;100000.0;f;good
1650;b;31,92;4.46;u;g;cc;h;6.04;t;t;3;f;g;311.0;300;?;122,4284342;26,03645629;311000.0;?;good
